Test: static shards ...
007064 CLRK C33 | PutAppend | Request key:0, value:VAuklCRtuMeqd-jFU7OC, op:Put, opNum: 1, shard:8
017126 KAUP KV101-1 | Apply UpdateShard | ShardNum: 3, ShardState: {DataDict:map[] LastCommand:map[]}
017127 KGET KV101-1 | UpdateShard | UpdateShard result, ok: true, Err: OK, result: {Err:OK Value: Op:{OpType:UpdateShard Key: Value: OpNum:0 Client:0 Config:{Num:0 Shards:[0 0 0 0 0 0 0 0 0 0] Groups:map[]} ShardNum:3 ShardState:{DataDict:map[] LastCommand:map[]} ConfigNum:2}}
017127 KSND KV101-1 | RequestShard | Sending request for shard: 3 to 100-server-100-2
017226 KAPL KV101-0 | applier | Received message from applyCh: { OpType: UpdateShard, Shard: 4, Config: {ConfigNum: 0 , Shards: [0 0 0 0 0 0 0 0 0 0], Groups: map[]} }
017227 KAUP KV101-0 | Apply UpdateShard | ShardNum: 4, ShardState: {DataDict:map[] LastCommand:map[]}
017227 KAPL KV101-1 | applier | Received message from applyCh: { OpType: UpdateShard, Shard: 4, Config: {ConfigNum: 0 , Shards: [0 0 0 0 0 0 0 0 0 0], Groups: map[]} }
017227 KAUP KV101-1 | Apply UpdateShard | ShardNum: 4, ShardState: {DataDict:map[] LastCommand:map[]}
017228 KGET KV101-1 | UpdateShard | UpdateShard result, ok: true, Err: OK, result: {Err:OK Value: Op:{OpType:UpdateShard Key: Value: OpNum:0 Client:0 Config:{Num:0 Shards:[0 0 0 0 0 0 0 0 0 0] Groups:map[]} ShardNum:4 ShardState:{DataDict:map[] LastCommand:map[]} ConfigNum:2}}
017229 KSND KV101-1 | RequestShard | Sending request for shard: 4 to 100-server-100-2
017232 KAPL KV101-2 | applier | Received message from applyCh: { OpType: UpdateShard, Shard: 4, Config: {ConfigNum: 0 , Shards: [0 0 0 0 0 0 0 0 0 0], Groups: map[]} }
017232 KAUP KV101-2 | Apply UpdateShard | ShardNum: 4, ShardState: {DataDict:map[] LastCommand:map[]}
017327 KAPL KV101-0 | applier | Received message from applyCh: { OpType: UpdateShard, Shard: 0, Config: {ConfigNum: 0 , Shards: [0 0 0 0 0 0 0 0 0 0], Groups: map[]} }
017328 KAUP KV101-0 | Apply UpdateShard | ShardNum: 0, ShardState: {DataDict:map[] LastCommand:map[]}
017328 KAPL KV101-1 | applier | Received message from applyCh: { OpType: UpdateShard, Shard: 0, Config: {ConfigNum: 0 , Shards: [0 0 0 0 0 0 0 0 0 0], Groups: map[]} }
017329 KAUP KV101-1 | Apply UpdateShard | ShardNum: 0, ShardState: {DataDict:map[] LastCommand:map[]}
017330 KGET KV101-1 | UpdateShard | UpdateShard result, ok: true, Err: OK, result: {Err:OK Value: Op:{OpType:UpdateShard Key: Value: OpNum:0 Client:0 Config:{Num:0 Shards:[0 0 0 0 0 0 0 0 0 0] Groups:map[]} ShardNum:0 ShardState:{DataDict:map[] LastCommand:map[]} ConfigNum:2}}
017331 KSND KV101-1 | RequestShard | Sending request for shard: 0 to 100-server-100-2
017332 KAPL KV101-2 | applier | Received message from applyCh: { OpType: UpdateShard, Shard: 0, Config: {ConfigNum: 0 , Shards: [0 0 0 0 0 0 0 0 0 0], Groups: map[]} }
017332 KAUP KV101-2 | Apply UpdateShard | ShardNum: 0, ShardState: {DataDict:map[] LastCommand:map[]}
017435 KAPL KV101-1 | applier | Received message from applyCh: { OpType: UpdateShard, Shard: 1, Config: {ConfigNum: 0 , Shards: [0 0 0 0 0 0 0 0 0 0], Groups: map[]} }
017437 KAUP KV101-1 | Apply UpdateShard | ShardNum: 1, ShardState: {DataDict:map[] LastCommand:map[]}
017436 KAPL KV101-2 | applier | Received message from applyCh: { OpType: UpdateShard, Shard: 1, Config: {ConfigNum: 0 , Shards: [0 0 0 0 0 0 0 0 0 0], Groups: map[]} }
017438 KAUP KV101-2 | Apply UpdateShard | ShardNum: 1, ShardState: {DataDict:map[] LastCommand:map[]}
017438 KGET KV101-1 | UpdateShard | UpdateShard result, ok: true, Err: OK, result: {Err:OK Value: Op:{OpType:UpdateShard Key: Value: OpNum:0 Client:0 Config:{Num:0 Shards:[0 0 0 0 0 0 0 0 0 0] Groups:map[]} ShardNum:1 ShardState:{DataDict:map[] LastCommand:map[]} ConfigNum:2}}
017438 KSND KV101-1 | RequestShard | Sending request for shard: 1 to 100-server-100-2
017436 KAPL KV101-0 | applier | Received message from applyCh: { OpType: UpdateShard, Shard: 1, Config: {ConfigNum: 0 , Shards: [0 0 0 0 0 0 0 0 0 0], Groups: map[]} }
017439 KAUP KV101-0 | Apply UpdateShard | ShardNum: 1, ShardState: {DataDict:map[] LastCommand:map[]}
017538 KAPL KV101-0 | applier | Received message from applyCh: { OpType: UpdateShard, Shard: 2, Config: {ConfigNum: 0 , Shards: [0 0 0 0 0 0 0 0 0 0], Groups: map[]} }
017538 KAUP KV101-0 | Apply UpdateShard | ShardNum: 2, ShardState: {DataDict:map[] LastCommand:map[]}
017539 KAPL KV101-2 | applier | Received message from applyCh: { OpType: UpdateShard, Shard: 2, Config: {ConfigNum: 0 , Shards: [0 0 0 0 0 0 0 0 0 0], Groups: map[]} }
017539 KAUP KV101-2 | Apply UpdateShard | ShardNum: 2, ShardState: {DataDict:map[] LastCommand:map[]}
017540 KAPL KV101-1 | applier | Received message from applyCh: { OpType: UpdateShard, Shard: 2, Config: {ConfigNum: 0 , Shards: [0 0 0 0 0 0 0 0 0 0], Groups: map[]} }
017540 KAUP KV101-1 | Apply UpdateShard | ShardNum: 2, ShardState: {DataDict:map[] LastCommand:map[]}
017541 KGET KV101-1 | UpdateShard | UpdateShard result, ok: true, Err: OK, result: {Err:OK Value: Op:{OpType:UpdateShard Key: Value: OpNum:0 Client:0 Config:{Num:0 Shards:[0 0 0 0 0 0 0 0 0 0] Groups:map[]} ShardNum:2 ShardState:{DataDict:map[] LastCommand:map[]} ConfigNum:2}}
017541 KSND KV101-1 | RequestShard | Sending request for shard: 2 to 100-server-100-2
018185 KP&A KV101-1 | PutAppend | Receieved start result from raft leader, index: 8
018277 KAPL KV101-1 | applier | Received message from applyCh: { OpType: Put, Key: 2, Value: kWS1DgLmfZs-kUNAV9zM, OpNum: 3, Client: 1919568453260478433 }
018277 KAPA KV101-1 | Apply Put/Append | key: 2, value: kWS1DgLmfZs-kUNAV9zM dataDict: map[2:kWS1DgLmfZs-kUNAV9zM]
018278 KP&A KV101-1 | PutAppend | Sending result to Clerk, key: 2, shard data: map[2:kWS1DgLmfZs-kUNAV9zM], Err: OK, index: 8
018279 CLRK C33 | PutAppend | Received reply from 101-1: op: Put, key:2, value:kWS1DgLmfZs-kUNAV9zM, opNum: 3, shard: 0
018280 CLRK C33 | PutAppend | Request key:3, value:ZLrIEfyL7urhZkwEYW0B, op:Put, opNum: 4, shard:1
018284 KP&A KV101-1 | PutAppend | Receieved start result from raft leader, index: 9
018377 KAPL KV101-2 | applier | Received message from applyCh: { OpType: Put, Key: 2, Value: kWS1DgLmfZs-kUNAV9zM, OpNum: 3, Client: 1919568453260478433 }
018378 KAPA KV101-2 | Apply Put/Append | key: 2, value: kWS1DgLmfZs-kUNAV9zM dataDict: map[2:kWS1DgLmfZs-kUNAV9zM]
018377 KAPL KV101-0 | applier | Received message from applyCh: { OpType: Put, Key: 2, Value: kWS1DgLmfZs-kUNAV9zM, OpNum: 3, Client: 1919568453260478433 }
018379 KAPA KV101-0 | Apply Put/Append | key: 2, value: kWS1DgLmfZs-kUNAV9zM dataDict: map[2:kWS1DgLmfZs-kUNAV9zM]
018377 KAPL KV101-1 | applier | Received message from applyCh: { OpType: Put, Key: 3, Value: ZLrIEfyL7urhZkwEYW0B, OpNum: 4, Client: 1919568453260478433 }
018380 KAPA KV101-1 | Apply Put/Append | key: 3, value: ZLrIEfyL7urhZkwEYW0B dataDict: map[3:ZLrIEfyL7urhZkwEYW0B]
018380 KP&A KV101-1 | PutAppend | Sending result to Clerk, key: 3, shard data: map[3:ZLrIEfyL7urhZkwEYW0B], Err: OK, index: 9
018384 CLRK C33 | PutAppend | Received reply from 101-1: op: Put, key:3, value:ZLrIEfyL7urhZkwEYW0B, opNum: 4, shard: 1
018385 CLRK C33 | PutAppend | Request key:4, value:vRSCR5sbs-ZE1MvtiEk1, op:Put, opNum: 5, shard:2
018392 KP&A KV101-1 | PutAppend | Receieved start result from raft leader, index: 10
018478 KAPL KV101-1 | applier | Received message from applyCh: { OpType: Put, Key: 4, Value: vRSCR5sbs-ZE1MvtiEk1, OpNum: 5, Client: 1919568453260478433 }
018479 KAPA KV101-1 | Apply Put/Append | key: 4, value: vRSCR5sbs-ZE1MvtiEk1 dataDict: map[4:vRSCR5sbs-ZE1MvtiEk1]
018478 KAPL KV101-2 | applier | Received message from applyCh: { OpType: Put, Key: 3, Value: ZLrIEfyL7urhZkwEYW0B, OpNum: 4, Client: 1919568453260478433 }
018480 KAPA KV101-2 | Apply Put/Append | key: 3, value: ZLrIEfyL7urhZkwEYW0B dataDict: map[3:ZLrIEfyL7urhZkwEYW0B]
018479 KAPL KV101-0 | applier | Received message from applyCh: { OpType: Put, Key: 3, Value: ZLrIEfyL7urhZkwEYW0B, OpNum: 4, Client: 1919568453260478433 }
018481 KAPA KV101-0 | Apply Put/Append | key: 3, value: ZLrIEfyL7urhZkwEYW0B dataDict: map[3:ZLrIEfyL7urhZkwEYW0B]
018480 KP&A KV101-1 | PutAppend | Sending result to Clerk, key: 4, shard data: map[4:vRSCR5sbs-ZE1MvtiEk1], Err: OK, index: 10
018485 CLRK C33 | PutAppend | Received reply from 101-1: op: Put, key:4, value:vRSCR5sbs-ZE1MvtiEk1, opNum: 5, shard: 2
018486 CLRK C33 | PutAppend | Request key:5, value:jyB9bpnt-Vhkum6vVGtY, op:Put, opNum: 6, shard:3
018494 KP&A KV101-1 | PutAppend | Receieved start result from raft leader, index: 11
018581 KAPL KV101-2 | applier | Received message from applyCh: { OpType: Put, Key: 4, Value: vRSCR5sbs-ZE1MvtiEk1, OpNum: 5, Client: 1919568453260478433 }
018581 KAPL KV101-1 | applier | Received message from applyCh: { OpType: Put, Key: 5, Value: jyB9bpnt-Vhkum6vVGtY, OpNum: 6, Client: 1919568453260478433 }
018583 KAPA KV101-1 | Apply Put/Append | key: 5, value: jyB9bpnt-Vhkum6vVGtY dataDict: map[5:jyB9bpnt-Vhkum6vVGtY]
018581 KAPL KV101-0 | applier | Received message from applyCh: { OpType: Put, Key: 4, Value: vRSCR5sbs-ZE1MvtiEk1, OpNum: 5, Client: 1919568453260478433 }
018584 KAPA KV101-0 | Apply Put/Append | key: 4, value: vRSCR5sbs-ZE1MvtiEk1 dataDict: map[4:vRSCR5sbs-ZE1MvtiEk1]
018584 KP&A KV101-1 | PutAppend | Sending result to Clerk, key: 5, shard data: map[5:jyB9bpnt-Vhkum6vVGtY], Err: OK, index: 11
018583 KAPA KV101-2 | Apply Put/Append | key: 4, value: vRSCR5sbs-ZE1MvtiEk1 dataDict: map[4:vRSCR5sbs-ZE1MvtiEk1]
018586 CLRK C33 | PutAppend | Received reply from 101-1: op: Put, key:5, value:jyB9bpnt-Vhkum6vVGtY, opNum: 6, shard: 3
018586 CLRK C33 | PutAppend | Request key:6, value:D37Y3rLGfKjO4Oy_7xl1, op:Put, opNum: 7, shard:4
018590 KP&A KV101-1 | PutAppend | Receieved start result from raft leader, index: 12
018681 KAPL KV101-1 | applier | Received message from applyCh: { OpType: Put, Key: 6, Value: D37Y3rLGfKjO4Oy_7xl1, OpNum: 7, Client: 1919568453260478433 }
018701 KAPA KV101-1 | Apply Put/Append | key: 6, value: D37Y3rLGfKjO4Oy_7xl1 dataDict: map[6:D37Y3rLGfKjO4Oy_7xl1]
018681 KAPL KV101-2 | applier | Received message from applyCh: { OpType: Put, Key: 5, Value: jyB9bpnt-Vhkum6vVGtY, OpNum: 6, Client: 1919568453260478433 }
018682 KAPL KV101-0 | applier | Received message from applyCh: { OpType: Put, Key: 5, Value: jyB9bpnt-Vhkum6vVGtY, OpNum: 6, Client: 1919568453260478433 }
018705 KAPA KV101-0 | Apply Put/Append | key: 5, value: jyB9bpnt-Vhkum6vVGtY dataDict: map[5:jyB9bpnt-Vhkum6vVGtY]
018704 KP&A KV101-1 | PutAppend | Sending result to Clerk, key: 6, shard data: map[6:D37Y3rLGfKjO4Oy_7xl1], Err: OK, index: 12
018704 KAPA KV101-2 | Apply Put/Append | key: 5, value: jyB9bpnt-Vhkum6vVGtY dataDict: map[5:jyB9bpnt-Vhkum6vVGtY]
018706 CLRK C33 | PutAppend | Received reply from 101-1: op: Put, key:6, value:D37Y3rLGfKjO4Oy_7xl1, opNum: 7, shard: 4
018706 CLRK C33 | PutAppend | Request key:7, value:DWFJ1yhzNI26CJ12KH0t, op:Put, opNum: 8, shard:5
018709 KP&A KV100-1 | PutAppend | Receieved start result from raft leader, index: 5
018792 KAPL KV101-0 | applier | Received message from applyCh: { OpType: Put, Key: 6, Value: D37Y3rLGfKjO4Oy_7xl1, OpNum: 7, Client: 1919568453260478433 }
018793 KAPA KV101-0 | Apply Put/Append | key: 6, value: D37Y3rLGfKjO4Oy_7xl1 dataDict: map[6:D37Y3rLGfKjO4Oy_7xl1]
018793 KAPL KV101-2 | applier | Received message from applyCh: { OpType: Put, Key: 6, Value: D37Y3rLGfKjO4Oy_7xl1, OpNum: 7, Client: 1919568453260478433 }
018794 KAPA KV101-2 | Apply Put/Append | key: 6, value: D37Y3rLGfKjO4Oy_7xl1 dataDict: map[6:D37Y3rLGfKjO4Oy_7xl1]
018795 KAPL KV100-1 | applier | Received message from applyCh: { OpType: Put, Key: 7, Value: DWFJ1yhzNI26CJ12KH0t, OpNum: 8, Client: 1919568453260478433 }
018796 KAPA KV100-1 | Apply Put/Append | key: 7, value: DWFJ1yhzNI26CJ12KH0t dataDict: map[7:DWFJ1yhzNI26CJ12KH0t]
018796 KP&A KV100-1 | PutAppend | Sending result to Clerk, key: 7, shard data: map[7:DWFJ1yhzNI26CJ12KH0t], Err: OK, index: 5
018799 CLRK C33 | PutAppend | Received reply from 100-1: op: Put, key:7, value:DWFJ1yhzNI26CJ12KH0t, opNum: 8, shard: 5
018800 CLRK C33 | PutAppend | Request key:8, value:N41xM47h2jDtUQEjb9F2, op:Put, opNum: 9, shard:6
018808 KP&A KV100-1 | PutAppend | Receieved start result from raft leader, index: 6
018898 KAPL KV100-1 | applier | Received message from applyCh: { OpType: Put, Key: 8, Value: N41xM47h2jDtUQEjb9F2, OpNum: 9, Client: 1919568453260478433 }
018899 KAPL KV100-2 | applier | Received message from applyCh: { OpType: Put, Key: 7, Value: DWFJ1yhzNI26CJ12KH0t, OpNum: 8, Client: 1919568453260478433 }
018899 KAPA KV100-2 | Apply Put/Append | key: 7, value: DWFJ1yhzNI26CJ12KH0t dataDict: map[7:DWFJ1yhzNI26CJ12KH0t]
018899 KAPA KV100-1 | Apply Put/Append | key: 8, value: N41xM47h2jDtUQEjb9F2 dataDict: map[8:N41xM47h2jDtUQEjb9F2]
018898 KAPL KV100-0 | applier | Received message from applyCh: { OpType: Put, Key: 7, Value: DWFJ1yhzNI26CJ12KH0t, OpNum: 8, Client: 1919568453260478433 }
018900 KAPA KV100-0 | Apply Put/Append | key: 7, value: DWFJ1yhzNI26CJ12KH0t dataDict: map[7:DWFJ1yhzNI26CJ12KH0t]
018900 KP&A KV100-1 | PutAppend | Sending result to Clerk, key: 8, shard data: map[8:N41xM47h2jDtUQEjb9F2], Err: OK, index: 6
018902 CLRK C33 | PutAppend | Received reply from 100-1: op: Put, key:8, value:N41xM47h2jDtUQEjb9F2, opNum: 9, shard: 6
018903 CLRK C33 | PutAppend | Request key:9, value:g1vbsKQWoQxCr7J6r6rN, op:Put, opNum: 10, shard:7
018910 KP&A KV100-1 | PutAppend | Receieved start result from raft leader, index: 7
019008 KAPL KV100-1 | applier | Received message from applyCh: { OpType: Put, Key: 9, Value: g1vbsKQWoQxCr7J6r6rN, OpNum: 10, Client: 1919568453260478433 }
019009 KAPA KV100-1 | Apply Put/Append | key: 9, value: g1vbsKQWoQxCr7J6r6rN dataDict: map[9:g1vbsKQWoQxCr7J6r6rN]
019008 KAPL KV100-2 | applier | Received message from applyCh: { OpType: Put, Key: 8, Value: N41xM47h2jDtUQEjb9F2, OpNum: 9, Client: 1919568453260478433 }
019010 KAPA KV100-2 | Apply Put/Append | key: 8, value: N41xM47h2jDtUQEjb9F2 dataDict: map[8:N41xM47h2jDtUQEjb9F2]
019009 KAPL KV100-0 | applier | Received message from applyCh: { OpType: Put, Key: 8, Value: N41xM47h2jDtUQEjb9F2, OpNum: 9, Client: 1919568453260478433 }
019011 KAPA KV100-0 | Apply Put/Append | key: 8, value: N41xM47h2jDtUQEjb9F2 dataDict: map[8:N41xM47h2jDtUQEjb9F2]
019010 KP&A KV100-1 | PutAppend | Sending result to Clerk, key: 9, shard data: map[9:g1vbsKQWoQxCr7J6r6rN], Err: OK, index: 7
019013 CLRK C33 | PutAppend | Received reply from 100-1: op: Put, key:9, value:g1vbsKQWoQxCr7J6r6rN, opNum: 10, shard: 7
019013 CLRK C33 | Get | Request key:0, opNum: 11, shard:8
019031 KGET KV100-1 | Get | Receieved start result from raft, index: 8
019119 KAPL KV100-2 | applier | Received message from applyCh: { OpType: Put, Key: 9, Value: g1vbsKQWoQxCr7J6r6rN, OpNum: 10, Client: 1919568453260478433 }
019120 KAPA KV100-2 | Apply Put/Append | key: 9, value: g1vbsKQWoQxCr7J6r6rN dataDict: map[9:g1vbsKQWoQxCr7J6r6rN]
019121 KAPL KV100-0 | applier | Received message from applyCh: { OpType: Put, Key: 9, Value: g1vbsKQWoQxCr7J6r6rN, OpNum: 10, Client: 1919568453260478433 }
019121 KAPA KV100-0 | Apply Put/Append | key: 9, value: g1vbsKQWoQxCr7J6r6rN dataDict: map[9:g1vbsKQWoQxCr7J6r6rN]
019122 KAPL KV100-1 | applier | Received message from applyCh: { OpType: Get, Key: 0, Value: , OpNum: 11, Client: 1919568453260478433 }
019122 KAPG KV100-1 | Apply Get | key: 0, value:  dataDict: map[0:VAuklCRtuMeqd-jFU7OC]
019128 KGET KV100-1 | Get | Sending result to Clerk, key: 0, shard data: map[0:VAuklCRtuMeqd-jFU7OC], err: OK, index: 8
019131 CLRK C33 | Get | Received reply from 100-1: key:0, value: VAuklCRtuMeqd-jFU7OC, opNum: 11, shard: 8
019133 CLRK C33 | Get | Request key:1, opNum: 12, shard:9
019156 KGET KV100-1 | Get | Receieved start result from raft, index: 9
019222 KAPL KV100-0 | applier | Received message from applyCh: { OpType: Get, Key: 0, Value: , OpNum: 11, Client: 1919568453260478433 }
019223 KAPG KV100-0 | Apply Get | key: 0, value:  dataDict: map[0:VAuklCRtuMeqd-jFU7OC]
019222 KAPL KV100-2 | applier | Received message from applyCh: { OpType: Get, Key: 0, Value: , OpNum: 11, Client: 1919568453260478433 }
019223 KAPG KV100-2 | Apply Get | key: 0, value:  dataDict: map[0:VAuklCRtuMeqd-jFU7OC]
019222 KAPL KV100-1 | applier | Received message from applyCh: { OpType: Get, Key: 1, Value: , OpNum: 12, Client: 1919568453260478433 }
019223 KAPG KV100-1 | Apply Get | key: 1, value:  dataDict: map[1:3ESZOHV2wxpWAh4d4zfP]
019224 KGET KV100-1 | Get | Sending result to Clerk, key: 1, shard data: map[1:3ESZOHV2wxpWAh4d4zfP], err: OK, index: 9
019224 CLRK C33 | Get | Received reply from 100-1: key:1, value: 3ESZOHV2wxpWAh4d4zfP, opNum: 12, shard: 9
019225 CLRK C33 | Get | Request key:2, opNum: 13, shard:0
019227 KGET KV101-1 | Get | Receieved start result from raft, index: 13
019327 KAPL KV100-0 | applier | Received message from applyCh: { OpType: Get, Key: 1, Value: , OpNum: 12, Client: 1919568453260478433 }
019328 KAPG KV100-0 | Apply Get | key: 1, value:  dataDict: map[1:3ESZOHV2wxpWAh4d4zfP]
019328 KAPL KV100-2 | applier | Received message from applyCh: { OpType: Get, Key: 1, Value: , OpNum: 12, Client: 1919568453260478433 }
019332 KAPG KV100-2 | Apply Get | key: 1, value:  dataDict: map[1:3ESZOHV2wxpWAh4d4zfP]
019333 KAPL KV101-1 | applier | Received message from applyCh: { OpType: Get, Key: 2, Value: , OpNum: 13, Client: 1919568453260478433 }
019333 KAPG KV101-1 | Apply Get | key: 2, value:  dataDict: map[2:kWS1DgLmfZs-kUNAV9zM]
019334 KGET KV101-1 | Get | Sending result to Clerk, key: 2, shard data: map[2:kWS1DgLmfZs-kUNAV9zM], err: OK, index: 13
019336 CLRK C33 | Get | Received reply from 101-1: key:2, value: kWS1DgLmfZs-kUNAV9zM, opNum: 13, shard: 0
019336 CLRK C33 | Get | Request key:3, opNum: 14, shard:1
019343 KGET KV101-1 | Get | Receieved start result from raft, index: 14
019429 KAPL KV101-2 | applier | Received message from applyCh: { OpType: Get, Key: 2, Value: , OpNum: 13, Client: 1919568453260478433 }
019430 KAPG KV101-2 | Apply Get | key: 2, value:  dataDict: map[2:kWS1DgLmfZs-kUNAV9zM]
019430 KAPL KV101-0 | applier | Received message from applyCh: { OpType: Get, Key: 2, Value: , OpNum: 13, Client: 1919568453260478433 }
019430 KAPG KV101-0 | Apply Get | key: 2, value:  dataDict: map[2:kWS1DgLmfZs-kUNAV9zM]
019433 KAPL KV101-1 | applier | Received message from applyCh: { OpType: Get, Key: 3, Value: , OpNum: 14, Client: 1919568453260478433 }
019434 KAPG KV101-1 | Apply Get | key: 3, value:  dataDict: map[3:ZLrIEfyL7urhZkwEYW0B]
019434 KGET KV101-1 | Get | Sending result to Clerk, key: 3, shard data: map[3:ZLrIEfyL7urhZkwEYW0B], err: OK, index: 14
019435 CLRK C33 | Get | Received reply from 101-1: key:3, value: ZLrIEfyL7urhZkwEYW0B, opNum: 14, shard: 1
019435 CLRK C33 | Get | Request key:4, opNum: 15, shard:2
019441 KGET KV101-1 | Get | Receieved start result from raft, index: 15
019533 KAPL KV101-0 | applier | Received message from applyCh: { OpType: Get, Key: 3, Value: , OpNum: 14, Client: 1919568453260478433 }
019534 KAPL KV101-1 | applier | Received message from applyCh: { OpType: Get, Key: 4, Value: , OpNum: 15, Client: 1919568453260478433 }
019534 KAPG KV101-1 | Apply Get | key: 4, value:  dataDict: map[4:vRSCR5sbs-ZE1MvtiEk1]
019534 KAPG KV101-0 | Apply Get | key: 3, value:  dataDict: map[3:ZLrIEfyL7urhZkwEYW0B]
019534 KAPL KV101-2 | applier | Received message from applyCh: { OpType: Get, Key: 3, Value: , OpNum: 14, Client: 1919568453260478433 }
019534 KAPG KV101-2 | Apply Get | key: 3, value:  dataDict: map[3:ZLrIEfyL7urhZkwEYW0B]
019534 KGET KV101-1 | Get | Sending result to Clerk, key: 4, shard data: map[4:vRSCR5sbs-ZE1MvtiEk1], err: OK, index: 15
019537 CLRK C33 | Get | Received reply from 101-1: key:4, value: vRSCR5sbs-ZE1MvtiEk1, opNum: 15, shard: 2
019537 CLRK C33 | Get | Request key:5, opNum: 16, shard:3
019541 KGET KV101-1 | Get | Receieved start result from raft, index: 16
019640 KAPL KV101-1 | applier | Received message from applyCh: { OpType: Get, Key: 5, Value: , OpNum: 16, Client: 1919568453260478433 }
019640 KAPG KV101-1 | Apply Get | key: 5, value:  dataDict: map[5:jyB9bpnt-Vhkum6vVGtY]
019640 KAPL KV101-2 | applier | Received message from applyCh: { OpType: Get, Key: 4, Value: , OpNum: 15, Client: 1919568453260478433 }
019641 KAPL KV101-0 | applier | Received message from applyCh: { OpType: Get, Key: 4, Value: , OpNum: 15, Client: 1919568453260478433 }
019641 KAPG KV101-0 | Apply Get | key: 4, value:  dataDict: map[4:vRSCR5sbs-ZE1MvtiEk1]
019641 KAPG KV101-2 | Apply Get | key: 4, value:  dataDict: map[4:vRSCR5sbs-ZE1MvtiEk1]
019640 KGET KV101-1 | Get | Sending result to Clerk, key: 5, shard data: map[5:jyB9bpnt-Vhkum6vVGtY], err: OK, index: 16
019643 CLRK C33 | Get | Received reply from 101-1: key:5, value: jyB9bpnt-Vhkum6vVGtY, opNum: 16, shard: 3
019643 CLRK C33 | Get | Request key:6, opNum: 17, shard:4
019651 KGET KV101-1 | Get | Receieved start result from raft, index: 17
019744 KAPL KV101-0 | applier | Received message from applyCh: { OpType: Get, Key: 5, Value: , OpNum: 16, Client: 1919568453260478433 }
019745 KAPG KV101-0 | Apply Get | key: 5, value:  dataDict: map[5:jyB9bpnt-Vhkum6vVGtY]
019744 KAPL KV101-1 | applier | Received message from applyCh: { OpType: Get, Key: 6, Value: , OpNum: 17, Client: 1919568453260478433 }
019745 KAPG KV101-1 | Apply Get | key: 6, value:  dataDict: map[6:D37Y3rLGfKjO4Oy_7xl1]
019744 KAPL KV101-2 | applier | Received message from applyCh: { OpType: Get, Key: 5, Value: , OpNum: 16, Client: 1919568453260478433 }
019746 KAPG KV101-2 | Apply Get | key: 5, value:  dataDict: map[5:jyB9bpnt-Vhkum6vVGtY]
019746 KGET KV101-1 | Get | Sending result to Clerk, key: 6, shard data: map[6:D37Y3rLGfKjO4Oy_7xl1], err: OK, index: 17
019747 CLRK C33 | Get | Received reply from 101-1: key:6, value: D37Y3rLGfKjO4Oy_7xl1, opNum: 17, shard: 4
019747 CLRK C33 | Get | Request key:7, opNum: 18, shard:5
019752 KGET KV100-1 | Get | Receieved start result from raft, index: 10
019848 KAPL KV101-0 | applier | Received message from applyCh: { OpType: Get, Key: 6, Value: , OpNum: 17, Client: 1919568453260478433 }
019848 KAPG KV101-0 | Apply Get | key: 6, value:  dataDict: map[6:D37Y3rLGfKjO4Oy_7xl1]
019848 KAPL KV100-1 | applier | Received message from applyCh: { OpType: Get, Key: 7, Value: , OpNum: 18, Client: 1919568453260478433 }
019849 KAPG KV100-1 | Apply Get | key: 7, value:  dataDict: map[7:DWFJ1yhzNI26CJ12KH0t]
019848 KAPL KV101-2 | applier | Received message from applyCh: { OpType: Get, Key: 6, Value: , OpNum: 17, Client: 1919568453260478433 }
019849 KAPG KV101-2 | Apply Get | key: 6, value:  dataDict: map[6:D37Y3rLGfKjO4Oy_7xl1]
019849 KGET KV100-1 | Get | Sending result to Clerk, key: 7, shard data: map[7:DWFJ1yhzNI26CJ12KH0t], err: OK, index: 10
019850 CLRK C33 | Get | Received reply from 100-1: key:7, value: DWFJ1yhzNI26CJ12KH0t, opNum: 18, shard: 5
019850 CLRK C33 | Get | Request key:8, opNum: 19, shard:6
019855 KGET KV100-1 | Get | Receieved start result from raft, index: 11
019953 KAPL KV100-2 | applier | Received message from applyCh: { OpType: Get, Key: 7, Value: , OpNum: 18, Client: 1919568453260478433 }
019955 KAPG KV100-2 | Apply Get | key: 7, value:  dataDict: map[7:DWFJ1yhzNI26CJ12KH0t]
019953 KAPL KV100-0 | applier | Received message from applyCh: { OpType: Get, Key: 7, Value: , OpNum: 18, Client: 1919568453260478433 }
019955 KAPG KV100-0 | Apply Get | key: 7, value:  dataDict: map[7:DWFJ1yhzNI26CJ12KH0t]
019953 KAPL KV100-1 | applier | Received message from applyCh: { OpType: Get, Key: 8, Value: , OpNum: 19, Client: 1919568453260478433 }
019956 KAPG KV100-1 | Apply Get | key: 8, value:  dataDict: map[8:N41xM47h2jDtUQEjb9F2]
019957 KGET KV100-1 | Get | Sending result to Clerk, key: 8, shard data: map[8:N41xM47h2jDtUQEjb9F2], err: OK, index: 11
019959 CLRK C33 | Get | Received reply from 100-1: key:8, value: N41xM47h2jDtUQEjb9F2, opNum: 19, shard: 6
019959 CLRK C33 | Get | Request key:9, opNum: 20, shard:7
019967 KGET KV100-1 | Get | Receieved start result from raft, index: 12
020054 KAPL KV100-0 | applier | Received message from applyCh: { OpType: Get, Key: 8, Value: , OpNum: 19, Client: 1919568453260478433 }
